0.394383	18.4019
0.79844	17.831
0.197551	19.1165
0.76823	13.3522
0.55397	12.7777
0.628871	14.774
0.513401	13.6478
0.916195	19.5223
0.717297	16.3571
0.606969	11.416
0.242887	10.163
0.804177	11.3723
0.400944	11.5668
0.108809	11.2979
0.218257	19.9892
0.839112	15.1293
0.296032	16.1264
0.524287	16.3755
0.972775	14.9358
0.771358	12.9252
0.769914	15.2674
0.891529	14.0023
0.352458	12.8331
0.919026	18.0772
0.949327	10.6976
0.0860558	15.26
0.663227	11.9221
0.348893	18.9023
0.020023	10.6417
0.0630958	14.577
0.970634	12.3828
0.85092	19.0221
0.53976	12.6667
0.760249	13.7521
0.667724	15.1254
0.0392803	15.3161
0.931835	14.3764
0.720952	19.3081
0.738534	12.8429
0.354049	16.3998
0.165974	16.8786
0.880075	14.401
0.330337	18.292
0.893372	12.2897
0.68667	13.5036
0.58864	19.5647
0.858676	16.573
0.92397	14.3956
0.814767	13.9844
0.910972	16.8422
0.215825	14.8249
0.920128	19.5025
0.881062	11.4766
0.431953	16.4108
0.281059	16.196
0.307458	17.86
0.226107	14.4703
0.276235	11.8753
0.416501	15.5644
0.906804	11.6961
0.126075	11.0317
0.760475	14.9544
0.935004	19.8475
0.383188	16.8445
0.368664	17.4977
0.232262	12.9416
0.244413	15.8449
0.732149	11.5239
0.79347	11.2547
0.745071	11.641
0.950104	10.7453
0.521563	10.5253
0.240062	11.7621
0.732654	17.978
0.967405	16.5656
0.759735	16.3946
0.134902	10.9348
0.0782321	15.2021
0.204655	10.6991
0.819677	14.6142
0.755581	15.7332
0.157807	10.5194
0.204329	19.9999
0.125468	18.8996
0.0540576	19.978
0.0723288	18.7054
0.923069	10.0416
0.180372	15.9389
0.39169	11.6313
0.819695	19.1303
0.552485	13.591
0.452576	15.7943
0.0996401	16.8739
0.757294	15.3081
0.992228	13.043
0.877614	15.7697
0.62891	17.4781
0.747803	10.3542
0.925377	18.3324
0.831038	18.7327
0.743811	19.7943
0.983596	19.0337
0.497259	16.6688
0.830012	11.6397
0.0769947	18.8895
0.248044	16.4971
0.229137	16.2948
0.316867	17.0062
0.231428	13.2878
0.633072	10.7416
0.651132	12.2366
0.971466	15.1069
0.546107	12.8004
0.113281	17.1927
0.59254	14.7148
0.450918	19.4432
0.847684	13.3635
0.00323146	14.3451
0.598481	13.4494
0.233892	18.3324
0.48295	16.7548
0.304956	14.8194
0.182556	17.1209
0.0408643	16.2182
0.695984	14.1398
0.63764	16.7394
0.184622	13.4712
0.627158	16.0911
0.328374	17.3073
0.202213	17.4044
0.684757	19.2091
0.257265	16.5313
0.0876436	15.3244
0.877384	12.605
0.0937402	16.8612
0.361601	11.1128
0.593211	15.7669
0.288778	16.6656
0.288379	17.7577
0.189751	13.2964
0.00357857	19.8436
0.331479	18.2739
0.436497	11.882
0.91893	19.5864
0.699075	17.6487
0.685786	11.2114
0.774273	13.8383
0.916273	19.4305
0.203548	18.6192
0.548042	17.9366
0.904932	12.9729
0.873979	19.0964
0.5762	14.9814
0.273911	11.6276
0.492399	18.6458
0.848942	14.6366
0.291053	14.9598
0.684178	11.8042
0.139058	17.2755
0.492422	16.0311
0.724252	18.3813
0.221966	11.7821
0.121259	14.9853
0.360443	11.3824
0.931895	13.2481
0.622095	19.0848
0.818128	18.3683
0.334972	14.9607
0.658831	13.9433
0.258906	16.0888
0.072545	11.5123
0.647207	11.0785
0.28827	13.636
0.0911486	13.3139
0.934495	14.2733
0.265461	15.8357
0.761778	16.5875
0.157272	14.8743
0.625665	18.8304
0.207844	15.1771
0.426199	15.5756
0.394388	18.2994
0.326013	12.4433
0.638654	17.2936
0.338243	19.8484
0.136075	18.9756
0.00540855	14.1079
0.774386	17.8328
0.114668	12.9368
0.721006	18.6553
0.449105	10.4916
0.707909	19.8647
0.473894	12.1088
0.0939195	18.6518
0.382896	10.9956
0.65712	13.0176
0.131702	18.091
0.0534223	10.5151
0.780868	14.5772
0.44256	16.9208
0.589637	11.1911
0.529899	15.7863
0.361917	15.9505
0.888723	13.0429
0.16982	14.7658
0.525747	16.0973
0.596196	16.1893
0.829808	12.3366
0.0988374	10.7009
0.16965	19.2373
0.225491	14.8173
0.290829	18.2677
0.878278	13.5719
0.814909	13.4425
0.0363274	16.5915
0.778257	12.5747
0.836104	16.2596
0.221009	13.0816
0.612442	11.9802
0.674605	11.0973
0.719462	17.8226
0.401188	12.0035
0.434009	13.1566
0.385748	12.31
0.154724	15.3285
0.0145793	15.554
0.382167	13.8021
0.737408	13.0541
0.649659	12.6044
0.919591	15.5232
0.809785	16.8599
0.31195	16.9785
0.00600477	16.4589
0.84391	15.3296
0.642693	16.1845
0.400709	15.1851
0.718867	13.6215
0.677812	18.019
0.0328927	11.5288
0.685722	10.6356
0.618958	11.8762
0.567831	17.003
0.00570914	10.0113
0.26157	13.0524
0.857555	16.5537
0.341354	11.8116
0.879009	16.6734
0.31323	16.533
0.186265	18.8501
0.503461	11.5714
0.675654	18.2896
0.191112	19.0417
0.706067	13.9452
0.547397	18.6892
0.932485	17.3896
0.926576	12.3312
0.93342	15.5144
0.552568	14.9441
0.799646	19.3913
0.594497	18.1414
0.9953	16.572
0.324541	19.3585
0.589157	18.7431
0.759324	16.3777
0.79491	17.7542
0.604379	12.6278
0.166955	14.7056
0.865086	17.9549
0.664414	18.7302
0.611981	14.1248
0.645601	15.969
0.148342	15.3856
0.0329634	15.7902
0.518151	17.0091
0.515049	18.3261
0.48981	11.1265
0.0484997	15.1035
0.384658	18.1435
0.452122	16.3766
0.413078	11.4398
0.406767	12.4703
0.717597	10.1746
0.812947	15.7372
0.446743	15.8268
0.995165	14.7736
0.0742604	10.5872
0.59728	16.4077
0.219788	12.226
0.923513	16.3024
